Lead_1,Lead_2,Lead_3,Lead_4,Lead_5,Lead_6,Lead_7,Lead_8,Lead_9,Lead_10,Lead_11,Lead_12
0.2331633640895231,0.3383158541002477,0.09559962555329544,-0.3234960033289722,0.08564179459926845,0.2593255593819693,-0.9966989550628965,-0.4072703365240854,-0.11913346973436187,0.10776733873166758,0.12451108120227491,0.18786172258677225
0.3256750837489832,-0.1079330840536174,-0.4681454336451531,-0.12795004381470923,0.4546766416601755,-0.3334371511747838,-0.8377131190917564,-0.2746757557137543,-0.031029898648299987,0.20796324456907725,0.23561866815280144,0.2902523884007712
0.1714888843165497,0.019566612561772643,-0.16969216701068032,-0.1101731384043217,0.1963522487175406,-0.08485924029614537,-0.9172060370773265,-0.3504440876053721,-0.13675418395157424,0.10776733873166758,0.12451108120227491,0.1622640561332725
0.20232612420303642,0.1789412333310102,-0.03704627072869245,-0.21683457086664695,0.14099702165840453,0.08723315954291197,-0.8377131190917564,-0.3504440876053721,-0.13675418395157424,0.007571432894257888,0.12451108120227491,0.11106872322627301
0.01730268488411623,0.2745660057925527,0.2614069959057803,-0.16350385463548434,-0.13577911363727582,0.3166896926616551,-0.8377131190917564,-0.42621241949698985,-0.22485775503763608,-0.012467748273224052,0.013403494251748381,0.00867805741227402
0.35651232363546986,0.2745660057925527,-0.1033692188696864,-0.3590498141497473,0.270159218129722,0.10635453730280722,-0.731722561777663,-0.3125599216595632,-0.10151275551714949,0.027610614061739827,0.0800680464220643,0.11106872322627301
0.10981440454357631,-0.20355785651515992,-0.3354995373631652,0.049819010289166174,0.2517074757766766,-0.31431577341488853,-0.572736725806523,-0.25573367274084985,-0.10151275551714949,0.08772815756418564,0.10228956381216961,0.08547105677277325
0.140651644430063,0.3383158541002477,0.19508404776478638,-0.27016528709780957,-0.025068659519003687,0.3166896926616551,-0.6787272831206164,-0.3504440876053721,-0.22485775503763608,-0.05254611060818793,-0.031039540528462233,-0.06811494194822522
-0.013534555002370467,0.37019077825409524,0.39405289218776823,-0.19905766545625941,-0.2280378254025026,0.4505393369809219,-0.5992343651350464,-0.3504440876053721,-0.2072370408204237,-0.0926244729431518,-0.09770409269877815,-0.09371260840172496
-0.013534555002370467,0.019566612561772643,0.029276677412301503,-0.0035117059419964504,-0.025068659519003687,0.029869026263226184,-0.4402485291639063,-0.2746757557137543,-0.13675418395157424,-0.03250692944070599,-0.09770409269877815,-0.09371260840172496
-0.13688351454831724,-0.3629324772843975,-0.23601511515167428,0.2809187806242042,0.048738309893177734,-0.35255852893467904,-0.33425797184981293,-0.21784950679504095,-0.10151275551714949,0.007571432894257888,0.013403494251748381,-0.042517275494725476
-0.26023247409426403,-0.1079330840536174,0.16192257369428942,0.20981115898265404,-0.24648956775554795,0.029869026263226184,-0.3077603325212896,-0.2367915897679454,-0.1543748981687866,-0.07258529177566987,-0.11992561008888346,-0.19610327421572396
0.01730268488411623,0.08331646086946766,0.06243815148279847,-0.056842422173159074,-0.025068659519003687,0.08723315954291197,-0.2547650538642429,-0.2367915897679454,-0.13675418395157424,-0.05254611060818793,-0.053261057918567535,-0.042517275494725476
-0.04437179488885716,0.11519138502331518,0.16192257369428942,-0.039065516762771535,-0.11732737128423046,0.16371867058249298,-0.14877449655014954,-0.21784950679504095,-0.13675418395157424,-0.012467748273224052,-0.053261057918567535,-0.06811494194822522
-0.19855799432129065,-0.1716829323613124,0.029276677412301503,0.20981115898265404,-0.13577911363727582,-0.08485924029614537,-0.14877449655014954,-0.17996534084923205,-0.13675418395157424,-0.03250692944070599,-0.09770409269877815,-0.14490794130872445
-0.04437179488885716,-0.044183235745922374,-0.0038847966581954723,0.049819010289166174,-0.025068659519003687,-0.0274951070164596,-0.09577921789310286,-0.14208117490342315,-0.10151275551714949,-0.012467748273224052,-0.053261057918567535,-0.09371260840172496
-0.2910697139807507,-0.1079330840536174,0.19508404776478638,0.2275880643930416,-0.28339305246163865,0.048990404023121444,-0.042783939236056175,-0.1989074238221365,-0.17199561238599897,-0.11266365411063374,-0.14214712747898875,-0.1705056077622242
-0.26023247409426403,-0.1716829323613124,0.09559962555329544,0.24536496980342914,-0.20958608304945725,-0.046616484776354855,-0.06928157856457952,-0.1989074238221365,-0.1543748981687866,-0.07258529177566987,-0.14214712747898875,-0.14490794130872445
-0.19855799432129065,-0.33105755313054996,-0.13653069294018336,0.2809187806242042,-0.043520401872049044,-0.276073017895098,0.1426995360636072,-0.10419700895761425,-0.08389204129993712,-0.03250692944070599,-0.09770409269877815,-0.1193102748552247
-0.10604627466183056,-0.29918262897670245,-0.23601511515167428,0.2275880643930416,0.0671900522462231,-0.3334371511747838,0.16919717539213053,-0.06631284301180536,-0.04865061286551236,0.007571432894257888,-0.031039540528462233,-0.09371260840172496
-0.10604627466183056,0.051441536715620156,0.12876109962379242,0.014265199468391093,-0.13577911363727582,0.08723315954291197,0.08970425740656052,-0.14208117490342315,-0.10151275551714949,-0.07258529177566987,-0.09770409269877815,-0.09371260840172496
-0.32190695386723744,-0.26730770482285493,0.029276677412301503,0.3164725914449793,-0.20958608304945725,-0.16134475133572643,0.16919717539213053,-0.14208117490342315,-0.11913346973436187,-0.19282037878056152,-0.2088116796493047,-0.24729860712272345
-0.2910697139807507,-0.23543278066900744,0.029276677412301503,0.2809187806242042,-0.1911343406964119,-0.12310199581593591,0.1426995360636072,-0.1610232578763276,-0.13675418395157424,-0.15274201644559762,-0.1865901622591994,-0.2217009406692237
-0.22939523420777733,-0.29918262897670245,-0.1033692188696864,0.2809187806242042,-0.08042388657813976,-0.2378302623753075,0.1956948147206539,-0.0852549259847098,-0.10151275551714949,-0.1327028352781157,-0.2088116796493047,-0.2217009406692237
-0.2910697139807507,-0.26730770482285493,-0.0038847966581954723,0.29869568603459173,-0.17268259834336652,-0.16134475133572643,0.2751877327062239,-0.0852549259847098,-0.08389204129993712,-0.15274201644559762,-0.16436864486909408,-0.2217009406692237
-0.16772075443480394,-0.044183235745922374,0.09559962555329544,0.1031497265203288,-0.1542308559903212,0.029869026263226184,0.2751877327062239,-0.10419700895761425,-0.06627132708272473,-0.11266365411063374,-0.11992561008888346,-0.1705056077622242
-0.32190695386723744,-0.394807401438245,-0.1033692188696864,0.38758021308652946,-0.13577911363727582,-0.2951943956549933,0.2751877327062239,-0.06631284301180536,-0.04865061286551236,-0.0926244729431518,-0.1865901622591994,-0.2217009406692237
-0.26023247409426403,-0.45855724974594,-0.23601511515167428,0.38758021308652946,-0.025068659519003687,-0.40992266221436485,0.3811782900203173,-0.06631284301180536,-0.013409184431087615,-0.05254611060818793,-0.11992561008888346,-0.14490794130872445
-0.13688351454831724,-0.33105755313054996,-0.23601511515167428,0.24536496980342914,0.048738309893177734,-0.3334371511747838,0.3281830113632706,-0.0852549259847098,0.00421152978612476,-0.05254611060818793,-0.11992561008888346,-0.1705056077622242
-0.16772075443480394,-0.1398080082074649,-0.0038847966581954723,0.15648044275149142,-0.09887562893118511,-0.08485924029614537,0.2751877327062239,-0.1231390919305187,-0.08389204129993712,-0.11266365411063374,-0.14214712747898875,-0.1705056077622242
-0.13688351454831724,-0.044183235745922374,0.06243815148279847,0.08537282110994127,-0.11732737128423046,0.029869026263226184,0.24869009337770057,-0.1231390919305187,-0.06627132708272473,-0.11266365411063374,-0.16436864486909408,-0.19610327421572396
-0.10604627466183056,-0.3629324772843975,-0.3023380632926682,0.24536496980342914,0.1040935369523138,-0.3716799066945743,0.2751877327062239,-0.06631284301180536,-0.04865061286551236,-0.03250692944070599,-0.07548257530867285,-0.1193102748552247
-0.013534555002370467,-0.29918262897670245,-0.3354995373631652,0.15648044275149142,0.17790050636449523,-0.35255852893467904,0.2751877327062239,-0.04737076003890091,-0.031029898648299987,-0.03250692944070599,-0.07548257530867285,-0.1193102748552247
-0.22939523420777733,-0.394807401438245,-0.20285364108117732,0.33424949685536687,-0.025068659519003687,-0.3334371511747838,0.1956948147206539,-0.0852549259847098,-0.06627132708272473,-0.05254611060818793,-0.07548257530867285,-0.1193102748552247
-0.10604627466183056,-0.1079330840536174,-0.03704627072869245,0.1031497265203288,-0.043520401872049044,-0.06573786253625012,0.11620189673508387,-0.14208117490342315,-0.13675418395157424,-0.1327028352781157,-0.1865901622591994,-0.19610327421572396
-0.3527441937537241,-0.5541820222074825,-0.23601511515167428,0.49424164554885475,-0.08042388657813976,-0.44816541773415536,0.11620189673508387,-0.14208117490342315,-0.13675418395157424,-0.11266365411063374,-0.1865901622591994,-0.2217009406692237
-0.26023247409426403,-0.58605694636133,-0.3686610114336622,0.4586878347280796,0.048738309893177734,-0.5437723065336316,0.3016853720347472,-0.04737076003890091,-0.031029898648299987,-0.07258529177566987,-0.11992561008888346,-0.1705056077622242
-0.19855799432129065,-0.5223070980536351,-0.3686610114336622,0.38758021308652946,0.08564179459926845,-0.5055295510138411,0.16919717539213053,-0.06631284301180536,-0.06627132708272473,-0.0926244729431518,-0.09770409269877815,-0.1705056077622242
-0.13688351454831724,-0.26730770482285493,-0.16969216701068032,0.20981115898265404,0.011834825187087025,-0.2378302623753075,0.1956948147206539,-0.10419700895761425,-0.06627132708272473,-0.0926244729431518,-0.11992561008888346,-0.14490794130872445
0.10981440454357631,-0.07605815989976988,-0.23601511515167428,-0.039065516762771535,0.1963522487175406,-0.16134475133572643,0.22219245404917723,-0.06631284301180536,-0.013409184431087615,-0.07258529177566987,-0.11992561008888346,-0.14490794130872445
-0.10604627466183056,-0.23543278066900744,-0.16969216701068032,0.17425734816187896,0.03028656754013238,-0.2187088846154122,0.1956948147206539,-0.04737076003890091,0.00421152978612476,-0.03250692944070599,-0.09770409269877815,-0.14490794130872445
-0.13688351454831724,-0.4266823255920925,-0.3354995373631652,0.29869568603459173,0.1040935369523138,-0.4290440399742601,0.1956948147206539,0.009455488879812434,0.05707367243776188,0.007571432894257888,-0.031039540528462233,-0.09371260840172496
-0.16772075443480394,-0.1716829323613124,-0.03704627072869245,0.17425734816187896,-0.08042388657813976,-0.10398061805604064,0.1426995360636072,-0.06631284301180536,-0.013409184431087615,-0.1327028352781157,-0.1865901622591994,-0.2217009406692237
-0.16772075443480394,-0.33105755313054996,-0.20285364108117732,0.26314187521381666,0.011834825187087025,-0.2951943956549933,0.22219245404917723,-0.02842867706599646,0.021832244003337137,-0.07258529177566987,-0.14214712747898875,-0.1705056077622242
-0.13688351454831724,-0.6179318705151775,-0.5344683817861471,0.405357118496917,0.21480399107058593,-0.6585005730930031,0.3281830113632706,0.04733965482562133,0.109935815089399,0.027610614061739827,-0.053261057918567535,-0.06811494194822522
-0.10604627466183056,-0.26730770482285493,-0.20285364108117732,0.1920342535722665,0.048738309893177734,-0.2569516401352027,0.2751877327062239,0.028397571852716883,0.09231510087218663,0.007571432894257888,-0.053261057918567535,-0.09371260840172496
-0.07520903477534385,-0.29918262897670245,-0.26917658922217125,0.1920342535722665,0.1040935369523138,-0.31431577341488853,0.22219245404917723,0.028397571852716883,0.09231510087218663,-0.012467748273224052,-0.07548257530867285,-0.09371260840172496
-0.10604627466183056,0.08331646086946766,0.16192257369428942,-0.0035117059419964504,-0.1542308559903212,0.16371867058249298,0.11620189673508387,-0.0852549259847098,0.00421152978612476,-0.11266365411063374,-0.2088116796493047,-0.2728962735762232
-0.26023247409426403,-0.1398080082074649,0.09559962555329544,0.20981115898265404,-0.20958608304945725,-0.008373729256564336,0.06320661807803718,-0.10419700895761425,0.00421152978612476,-0.11266365411063374,-0.2088116796493047,-0.2728962735762232
-0.26023247409426403,-0.4266823255920925,-0.20285364108117732,0.36980330767614195,-0.043520401872049044,-0.35255852893467904,0.1426995360636072,-0.04737076003890091,0.03945295822054951,-0.03250692944070599,-0.11992561008888346,-0.1705056077622242
-0.04437179488885716,-0.33105755313054996,-0.3354995373631652,0.1920342535722665,0.15944876401144986,-0.3716799066945743,0.22219245404917723,0.009455488879812434,0.05707367243776188,-0.012467748273224052,-0.053261057918567535,-0.042517275494725476
-0.26023247409426403,-0.29918262897670245,-0.07020774479918943,0.29869568603459173,-0.11732737128423046,-0.19958750685551696,-0.016286299907532834,-0.29361783868665875,-0.18961632660321134,-0.27297710345048926,-0.2754762318196206,-0.3752869393902222
-0.3527441937537241,-0.394807401438245,-0.07020774479918943,0.405357118496917,-0.17268259834336652,-0.2569516401352027,-0.016286299907532834,-0.4830386684157032,-0.3658234687753351,-0.4332905527903448,-0.4088053361602524,-0.5032752716577209
-0.41441867352669753,-0.58605694636133,-0.20285364108117732,0.5475723617800173,-0.13577911363727582,-0.44816541773415536,-0.016286299907532834,-0.5209228343615121,-0.4363063256441846,-0.5334864586277545,-0.4754698883305683,-0.5288729381112206
-0.4452559134131842,-0.7135566429767201,-0.3023380632926682,0.6364568888319551,-0.09887562893118511,-0.5820150620534221,-0.14877449655014954,-0.558807000307321,-0.4891684682958217,-0.6136431832976822,-0.519912923110779,-0.5800682710182201
-0.41441867352669753,-0.29918262897670245,0.09559962555329544,0.38758021308652946,-0.30184479481468407,-0.10398061805604064,-0.2547650538642429,-0.7861119959821744,-0.6653756104679454,-0.7739566326375377,-0.675463544841516,-0.7080566032857188
