Lead_1,Lead_2,Lead_3,Lead_4,Lead_5,Lead_6,Lead_7,Lead_8,Lead_9,Lead_10,Lead_11,Lead_12
0.07897716465708962,-0.07605815989976988,-0.16969216701068032,-0.0035117059419964504,0.14099702165840453,-0.14222337357583117,0.11620189673508387,-0.1610232578763276,-0.3834441829925475,-0.35313382812041705,-0.2976977492097259,-0.29849394002972296
0.07897716465708962,-0.07605815989976988,-0.16969216701068032,-0.0035117059419964504,0.14099702165840453,-0.14222337357583117,0.11620189673508387,-0.1610232578763276,-0.3834441829925475,-0.35313382812041705,-0.2976977492097259,-0.29849394002972296
-0.013534555002370467,-0.1079330840536174,-0.1033692188696864,0.06759591569955371,0.048738309893177734,-0.12310199581593591,0.08970425740656052,-0.1610232578763276,-0.3482027545581227,-0.2930162846179712,-0.2754762318196206,-0.2728962735762232
-0.07520903477534385,-0.1716829323613124,-0.1033692188696864,0.13870353734110388,0.011834825187087025,-0.16134475133572643,0.03670897874951384,-0.1610232578763276,-0.3482027545581227,-0.2529379222830073,-0.23103319703941,-0.2217009406692237
-0.013534555002370467,-0.1716829323613124,-0.16969216701068032,0.1031497265203288,0.08564179459926845,-0.19958750685551696,-0.016286299907532834,-0.1610232578763276,-0.3482027545581227,-0.19282037878056152,-0.16436864486909408,-0.24729860712272345
0.04813992477060292,-0.1079330840536174,-0.16969216701068032,0.032042104878778635,0.12254527930535916,-0.16134475133572643,-0.06928157856457952,-0.1610232578763276,-0.3482027545581227,-0.19282037878056152,-0.16436864486909408,-0.24729860712272345
0.140651644430063,-0.044183235745922374,-0.20285364108117732,-0.056842422173159074,0.1963522487175406,-0.14222337357583117,-0.17527213587867288,-0.17996534084923205,-0.3482027545581227,-0.15274201644559762,-0.16436864486909408,-0.24729860712272345
0.140651644430063,0.019566612561772643,-0.13653069294018336,-0.09239623299393417,0.15944876401144986,-0.06573786253625012,-0.22826741453571955,-0.21784950679504095,-0.3482027545581227,-0.15274201644559762,-0.16436864486909408,-0.24729860712272345
0.10981440454357631,0.051441536715620156,-0.07020774479918943,-0.09239623299393417,0.1040935369523138,-0.008373729256564336,-0.2547650538642429,-0.1989074238221365,-0.312961326123698,-0.1327028352781157,-0.11992561008888346,-0.19610327421572396
0.04813992477060292,0.051441536715620156,-0.0038847966581954723,-0.056842422173159074,0.03028656754013238,0.029869026263226184,-0.2547650538642429,-0.1989074238221365,-0.312961326123698,-0.0926244729431518,-0.11992561008888346,-0.19610327421572396
